date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2010-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",61601.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",61545.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",61711.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",61934.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",62522.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",64029.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",65822.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",64215.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",64189.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2010-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",63875.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",63990.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",64093.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",64176.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",64394.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",64491.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",64831.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",65584.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",67939.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",68082.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",67510.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",67834.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2011-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",67929.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",68241.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",68473.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",68761.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",69036.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",69153.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",69665.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",72382.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",75769.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",75360.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",75993.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",78524.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2012-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",81147.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",82437.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",83707.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",84301.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",84554.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",85002.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",85606.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",88928.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",90982.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",89217.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",89297.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",89368.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2013-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",90154.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",92029.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",92443.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",92230.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",92313.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",91861.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",91686.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",94767.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",94445.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",93501.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",93454.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",93473.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2014-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",94324.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",94758.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",94777.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",95033.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",95299.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",95137.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",96279.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",100862.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",102143.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",101959.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",101826.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",101409.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2015-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",102038.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",104120.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",105224.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",105676.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",105444.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",105623.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106986.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",108256.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107393.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107576.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107425.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107361.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2016-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107694.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107199.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106877.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107251.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106329.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107647.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",108734.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",108072.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107715.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106713.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106201.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2017-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106732.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106881.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106357.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107314.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106992.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107334.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",108901.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107594.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106841.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",106520.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107415.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107254.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2018-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107436.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2019-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107221.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2019-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107232.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2019-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107854.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2019-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",107886.0,IDR,Indonesia,,0,National Average,974,141,15,5,2,974_141_15_5,
2007-01-15,Fuel (kerosene) - Retail,L,non-food,2874.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-02-15,Fuel (kerosene) - Retail,L,non-food,2871.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-03-15,Fuel (kerosene) - Retail,L,non-food,2861.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-04-15,Fuel (kerosene) - Retail,L,non-food,2853.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-05-15,Fuel (kerosene) - Retail,L,non-food,2853.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-06-15,Fuel (kerosene) - Retail,L,non-food,2846.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-07-15,Fuel (kerosene) - Retail,L,non-food,2839.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-08-15,Fuel (kerosene) - Retail,L,non-food,3115.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-09-15,Fuel (kerosene) - Retail,L,non-food,3019.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-10-15,Fuel (kerosene) - Retail,L,non-food,2973.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-11-15,Fuel (kerosene) - Retail,L,non-food,2857.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2007-12-15,Fuel (kerosene) - Retail,L,non-food,2932.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-01-15,Fuel (kerosene) - Retail,L,non-food,3491.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-02-15,Fuel (kerosene) - Retail,L,non-food,3221.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-03-15,Fuel (kerosene) - Retail,L,non-food,3417.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-04-15,Fuel (kerosene) - Retail,L,non-food,3561.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-05-15,Fuel (kerosene) - Retail,L,non-food,3697.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-06-15,Fuel (kerosene) - Retail,L,non-food,4003.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-07-15,Fuel (kerosene) - Retail,L,non-food,4039.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-08-15,Fuel (kerosene) - Retail,L,non-food,4064.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-09-15,Fuel (kerosene) - Retail,L,non-food,4630.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-10-15,Fuel (kerosene) - Retail,L,non-food,5118.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-11-15,Fuel (kerosene) - Retail,L,non-food,4915.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2008-12-15,Fuel (kerosene) - Retail,L,non-food,4950.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-01-15,Fuel (kerosene) - Retail,L,non-food,4826.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-02-15,Fuel (kerosene) - Retail,L,non-food,4792.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-03-15,Fuel (kerosene) - Retail,L,non-food,4721.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-04-15,Fuel (kerosene) - Retail,L,non-food,4754.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-05-15,Fuel (kerosene) - Retail,L,non-food,4793.442,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-06-15,Fuel (kerosene) - Retail,L,non-food,4819.7268,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-07-15,Fuel (kerosene) - Retail,L,non-food,4821.7983,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-08-15,Fuel (kerosene) - Retail,L,non-food,4924.4181,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-09-15,Fuel (kerosene) - Retail,L,non-food,4969.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-10-15,Fuel (kerosene) - Retail,L,non-food,4973.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-11-15,Fuel (kerosene) - Retail,L,non-food,4983.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2009-12-15,Fuel (kerosene) - Retail,L,non-food,5229.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-01-15,Fuel (kerosene) - Retail,L,non-food,5401.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-02-15,Fuel (kerosene) - Retail,L,non-food,5479.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-03-15,Fuel (kerosene) - Retail,L,non-food,5500.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-04-15,Fuel (kerosene) - Retail,L,non-food,5516.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-05-15,Fuel (kerosene) - Retail,L,non-food,5530.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-06-15,Fuel (kerosene) - Retail,L,non-food,5666.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-07-15,Fuel (kerosene) - Retail,L,non-food,5716.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-08-15,Fuel (kerosene) - Retail,L,non-food,5729.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-09-15,Fuel (kerosene) - Retail,L,non-food,5755.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-10-15,Fuel (kerosene) - Retail,L,non-food,5758.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-11-15,Fuel (kerosene) - Retail,L,non-food,5757.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2010-12-15,Fuel (kerosene) - Retail,L,non-food,5778.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-01-15,Fuel (kerosene) - Retail,L,non-food,5816.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-02-15,Fuel (kerosene) - Retail,L,non-food,5843.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-03-15,Fuel (kerosene) - Retail,L,non-food,5889.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-04-15,Fuel (kerosene) - Retail,L,non-food,5905.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-05-15,Fuel (kerosene) - Retail,L,non-food,5952.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-06-15,Fuel (kerosene) - Retail,L,non-food,6113.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-07-15,Fuel (kerosene) - Retail,L,non-food,6113.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-08-15,Fuel (kerosene) - Retail,L,non-food,6237.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-09-15,Fuel (kerosene) - Retail,L,non-food,6236.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-10-15,Fuel (kerosene) - Retail,L,non-food,5620.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-11-15,Fuel (kerosene) - Retail,L,non-food,5829.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2011-12-15,Fuel (kerosene) - Retail,L,non-food,5886.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-01-15,Fuel (kerosene) - Retail,L,non-food,5981.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-02-15,Fuel (kerosene) - Retail,L,non-food,6019.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-03-15,Fuel (kerosene) - Retail,L,non-food,6031.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-04-15,Fuel (kerosene) - Retail,L,non-food,6062.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-05-15,Fuel (kerosene) - Retail,L,non-food,6064.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-06-15,Fuel (kerosene) - Retail,L,non-food,6071.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-07-15,Fuel (kerosene) - Retail,L,non-food,6071.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-08-15,Fuel (kerosene) - Retail,L,non-food,6074.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-09-15,Fuel (kerosene) - Retail,L,non-food,6094.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-10-15,Fuel (kerosene) - Retail,L,non-food,6081.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-11-15,Fuel (kerosene) - Retail,L,non-food,6082.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2012-12-15,Fuel (kerosene) - Retail,L,non-food,6099.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-01-15,Fuel (kerosene) - Retail,L,non-food,6111.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-02-15,Fuel (kerosene) - Retail,L,non-food,6128.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-03-15,Fuel (kerosene) - Retail,L,non-food,6163.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-04-15,Fuel (kerosene) - Retail,L,non-food,6165.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-05-15,Fuel (kerosene) - Retail,L,non-food,6164.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-06-15,Fuel (kerosene) - Retail,L,non-food,6181.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-07-15,Fuel (kerosene) - Retail,L,non-food,6209.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-08-15,Fuel (kerosene) - Retail,L,non-food,6233.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-09-15,Fuel (kerosene) - Retail,L,non-food,6244.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-10-15,Fuel (kerosene) - Retail,L,non-food,6243.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-11-15,Fuel (kerosene) - Retail,L,non-food,6296.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
2013-12-15,Fuel (kerosene) - Retail,L,non-food,6307.0,IDR,Indonesia,,0,National Average,974,283,15,15,8,974_283_15_15,
